jezm 江泽民
dcgk 电磁感应
dhgo 顿感
hppf 很佩服
lsje 庐江
mngj 买官
skyp 生鱼片
soco 撕扯
wmxk 旺销
kklk 银铃
zbvd 资本主义制度
sccy 酸菜鱼
bbbf 辩驳
dnly 大罗
glcs 个唱
lesa 沦丧
povk 排着
prcs 平喘
qxpc 七星瓢虫
sucn 上唇
sblm 算不了什么
kzmn 又怎么能
clvk 侧着
chvh 虫蛀
czfv 赐福
dnvw 大站
dbcm 带刺
dcsw 当场死亡
jtjs 阶梯教室
kajr 跨界
lplg 兰陵
meys 满员
mkst 美商
nybv 南辕北辙
ngsj 内室
qwsl 屈伸
svqo 私情
xowp 心窝
znks 自由式
dslw 呆立
dici 迭出
jddh 绝对化
mfhj 谋害
subc 煞白
srww 索然无味
tftl 调停
wsrh 吾爱
xvvi 香主
fvvt 复制粘贴
suxo 烧心
bnkj 不堪
cist 出省
dpfh 待发
dfdh 独断
fwbw 肥膘
hxrk 含辛茹苦
hwgr 环卫工人
jrjh 几斤
jzma 贱卖
jkda 金蛋
lxvl 良性肿瘤
ldwd 轮辋
sohd 撕毁
xnjj 小农经济
ytkv 育秧
vyqk 专权
bcqc 冰泉
civl 藏住
fbys 幅员
ggjj 哥哥姐姐
hqfz 韩非子
hzjk 合资经营
hite 荒滩
jqvl 截住
mmld 免了
nldu 拿点
snzj 射在
skcl 生存率
sfbe 试办
skki 树荫
stmr 睡美人
teds 汤底
tews 汤唯
tnqx 头脑清醒
xmnn 昔年
kgyg 阴郁
korn 拥入
vild 这轮
jwsj 居室
dhcg 大获成功
dkjp 钓具
rrzr 而再
fwfw 肺腑
grgj 公安干警
lebl 力保
loqm 恋曲
mpmp 密密
nvtj 黏土
poyf 批语
qulj 起落架
qkhg 前因后果
sztc 赛艇
tevk 泰铢
wlsq 网络适配器
wizs 王座
wwsg 唯物史观
wvdj 稳当
xszr 行尸走肉
klji 以近
cwgz 肠梗阻
cbvv 赤壁之战
dpcg 打破常规
grsk 更生
gkxj 构型
lecp 流窜
menl 没拿
nnlk 男女老幼
tffs 讨饭
wyjr 未几
xzkk 新自由主义
tlms 提拉米苏
ceds 测度
dnkc 大卡车
djjv 当季
demk 涤棉
dmsp 电视片
ddzs 斗嘴
gtvb 高中部
gixd 过细
hibi 花苞
hwfs 婚否
jjtm 家兔
jnka 久已
nisq 弄死
qtws 前天晚上
some 撒满
sesc 洒水车
xrjd 西安交大
xejj 洗洁精
xfjf 献计
koso 扬手
ktmv 夜明珠
bili 蓓蕾
gtgp 高岗
gjhl 光合
hscj 后尘
hetg 混同
jcys 减员
jhdh 京杭大运河
jdjp 经卷
kcbg 开诚布公
kojd 扣缴
ljsj 老三届
lvbj 礼宾
njsx 年久失修
pgsy 陪审员
sqbm 声情并茂
ygdf 郁达夫
cnbe 长波
ffjz 犯贱
fkdx 放得下
grkd 高人一等
hpby 很笨
mmbr 明白人
nkqi 牛气
wjhw 完婚
wjvb 无价之宝
xmls 喜马拉雅山
ktzl 亦作
vsxe 只消
zszm 自生自灭
bkvl 板着脸
rgdk 耳钉
hkqm 横切
jzxl 记在心里
jghu 降火
ksni 可逆
ljdo 乱打
ngyi 内蕴
syzh 筛子
tsvn 听之
wcsm 维持生命
xkpj 橡皮筋
xckd 小菜一碟
ygbp 阅兵
blwn 伴舞
bnji 不近
fjvd 封建制度
hihd 花红
jldm 借到
jftx 警惕性
jvby 久治不愈
jele 涓流
lspg 廉颇
najv 南极洲
ssrs 上善若水
xuwl 下位
krsx 哑然失笑
kwri 有若
vikq 这口气
vyck 筑成
vlxs 壮烈牺牲
zyvo 奏折
dlxs 倒向
gydl 干掉了
jegp 加工品
johw 接好
llqq 来来去去
lcsk 临床实验
qqva 强直
qpxy 窃笑
tovp 探知
thwh 题外话
xupk 下铺
kiyo 遗愿
cjxc 尝鲜
dlfl 代付
jwql 娇俏
kpdj 空当
ltdp 离岛
lvvh 利爪
mnmy 某年某月
nwjb 女将
prwd 平纹
qczx 青藏线
sjkg 少阴
sjsh 说句实话
shri 孙儿
wgks 网口
kzlv 一走了之
zonn 怎奈
dpbe 待办
jkgb 极个别
jltl 健体
jwru 尽然
lxgs 例行公事
ldzh 聋子
pxjq 平心静气
stkb 商业部
sjld 势均力敌
sdch 书虫
tgwl 贪官污吏
tlbv 体力不支
wwgn 瓦格纳
xihl 萧何
kbdo 用掉
bmky 剥开
bswk 必死无疑
ciza 赤足
hecc 海船
hksl 海枯石烂
mrmk 没日没夜
sxlz 石料
ttkm 听天由命
wths 文化衫
xisr 遐思
kddy 乙等
kvqo 移情
vmbw 执迷不悟
visu 主上
bnlt 不吝
dhvf 对证
gxst 各显神通
jqtz 焦糖
lrmx 两面性
lrld 留了
mmhh 明晃晃
susp 上首
secv 深成指
sils 速录师
wfgo 误工
kwks 一五一十
yxht 雨花台
zirl 藏人
vhkr 爪牙
znyw 自娱
nzmf 糯米饭
chck 诚惶诚恐
dpkp 单眼皮
fkzs 丰衣足食
gjfy 高级法院
jtse 就势
jtxg 就像个
qosh 情圣
tjqi 土气
xvcw 香脆
xrvs 心如止水
kxdd 由小到大
yccm 鱼刺
bkdd 本段
dybt 第八天
ffmk 访美
hpwn 很为
kffk 狂放
kyqk 亏欠
pltk 佩特
qupx 起跑线
vohg 招魂
voso 执手
vqcj 重拳出击
hevk 活着
bchk 白桦
blbv 保不住
ckzd 查字典
dprc 单人床
gbxv 改变现状
jfhw 讲好
mowj 忙完
sstk 失声痛哭
tvlm 天真烂漫
wwdu 外敌
xvsi 稀世
yklt 语音聊天
yjpf 乐评
zirl 造人
bnmz 半米
btkb 变压
ctfd 充放电
dhtb 顶帖
fdkr 辅音
gozc 工作餐
jnwl 九位
kxjk 苦心经营
ljgo 乱搞
magj 卖官
pijg 迫降
slxk 生理需要
tgkf 天各一方
tylx 天狼星
kftj 犹太教
vhwg 蛛网
bbww 芭比娃娃
czgk 彩钢
dohf 搭话
dnzc 大醉
dwxg 胆小鬼
hwpc 婚配
jsby 己所不欲
ngqi 内气
ngrl 内人
qqtw 翘臀
rnkt 入眼
tfzz 谈资
tpvs 糖皮质激素
tlwf 特拉维夫
txdv 天旋地转
xzsv 形神
kkxu 檐下
kbcl 用材林
yudd 熨斗
vlkf 智力开发
bilv 避雷针
fbxc 非比寻常
hpci 徽菜
jksn 金身
mgsa 门扇
sybd 三百多
smsj 沙门氏菌
wmhw 晚婚
wnmk 乌梅
klyd 依约
vybu 置备
bcdj 白豆
rolm 按量
boqi 憋气
dnxm 大显
dlkm 倒映
dfjl 订价
gklv 橄榄枝
hmsv 火冒三丈
ksqi 口琴
mfbi 马鞭
mmkf 明言
pxrl 平心而论
rmgp 人民公仆
scbl 深藏不露
stbt 衰变
sgcy 四重
twqu 腾起
tksr 铜丝
xjno 喜怒
kgha 印痕
zscc 座次
durg 炖肉
bvkt 不值一提
cvmp 稠密
djpa 地痞
dtss 顶头上司
hele 河洛
hgcm 回春
juzj 教宗
kyhc 开航
nwqk 女权
rlfh 偶发
prlr 判若两人
ruxr 热心人
rsrm 人生如梦
rxss 入乡随俗
wsyr 勿施于人
xjcu 小炒
vqvj 张仲景
vimd 这么点
sivw 送站
bcbi 白班
brfl 百分率
cckl 楚楚可怜
fldm 弗里德曼
ksmr 克什米尔
lvfe 礼法
lemt 流氓兔
qxwd 情绪稳定
stki 商鞅
siss 速食
tavg 跳闸
kwds 有道是
vovg 执政官
vhxi 颛顼
zohs 总后
vobd 抓包
btko 褒扬
ckbl 成比例
cjjy 重建家园
gpmy 共命运
jzmd 精密度
kihj 苦寒
lexo 劳心
ngmx 内码
psls 嘌呤
skqm 试用期满
tttc 亭台
xfzl 兴风作浪
ygki 园艺
fljr 弗拉基米尔
jovm 接旨
djvd 等级制度
djkk 定睛一看
jrci 夹菜
jiru 迥然
lpxp 嶙峋
meba 没病
nlwt 你我他
plgj 偏光
qrqg 求取
sehc 深航
snxj 失学
tdgy 统管
tpcx 突触
xgno 邪念
xwpm 虚无缥缈
dwxs 多项式
boso 播撒
cpsd 窗纱
dfsj 打发时间
dpse 兑水
hwxk 好像要
lscq 吕氏春秋
nskg 年事已高
rlmj 人民军
svxf 稍许
sfkj 设宴
wgjj 微观经济
kkvz 银质
vqbl 张伯伦
vihl 这伙
zvxu 租下
bnvg 北周
rkdl 欧亚大陆
qqvu 强占
rldj 人堆
wjsv 完税
xdso 线损
xkvs 先哲
xqll 想起来了
xgmg 邪门
xdkt 斜眼
kxhh 英雄好汉
yglw 圆脸
vgqp 阵前
vqdk 争奇斗艳
xijk 薪金
womw 我妈
rrss 黯然神伤
beqb 滨崎步
bnxk 不想要
cite 菜汤
ddhs 殿后
dhje 对劲
fldj 伏地
hile 环流
jpsp 卷首
lndx 老年大学
lwkl 力挽狂澜
ldbc 漏洞百出
spjw 山居
sjpq 审判权
suqt 收齐
tggg 同归
xeje 洗劫
xujk 下架
xdqo 纤巧
xygl 些个
kilj 一乐
vnlk 朱丽叶
cwqh 产期
dnxb 大西北
dzkj 电子游戏机
fztj 粪土
gjru 光热
hsbg 喉部
hxrg 呼啸而过
kptp 崆峒
kfno 狂怒
nmyd 农民运动
sqyc 死鱼
skmg 锁门
wxvv 无形之中
xlgw 仙姑
xjbs 小白鼠
klwk 一览无遗
kmdx 一马当先
yoju 援救
zrko 再快
vogd 指给
bakl 博弈论
cmkk 柴米油盐
dfhk 东方航空
jfkj 讲一讲
jwhw 姣好
jrbt 迥然不同
lnbm 临别
mrkj 麻衣
mgml 蒙哥马利
rgrg 肉肉
sifs 送饭
xhpg 虾皮
kidk 一大口
vawv 支委
vkpy 只言片语
vjtj 装填
vjzh 坠子
zjcv 坐禅
lixj 理学
blxw 暴力行为
dmxu 刀下
dakf 癫狂
fpkc 分野
fupd 复牌
hbfl 毫不费力
kjpl 堪培拉
kokx 抗药性
lgdp 录得
lllp 伦理片
mhhi 蛮荒
pzsl 贫僧
qelw 清朗
wmts 晚唐
kijw 艺妓
vijd 主句
bjmk 边境贸易
cllx 材料力学
czkh 姹紫嫣红
dgfr 丹凤
jlwl 借位
jjvg 军职
libo 连播
lsvo 另找
mhvh 蚂蚱
mohu 慢火
mmji 冒进
nwjj 女家
pisl 蒲松龄
qihl 氢化
susj 上声
shtp 圣徒
sjxu 声效
tegk 汤锅
wnlk 舞林
xcxj 西厢记
vygy 专管
zhkm 最后一名
ccky 冲开
diku 递烟
fqkm 风趣幽默
gjds 国家大事
jbbv 基本保证
jgjg 聚聚
qqfj 强风
sydm 算到
tdgm 土地革命
wyfk 无方
xhkf 戏言
bodm 拔刀
bcdi 白道
bopo 报批
bejt 汴京
dfki 独一
hdpj 红袍
mhxw 满怀希望
sejb 湿巾
swxg 思维习惯
twwf 体无完肤
wkfj 无以复加
xybk 笑柄
zlko 作揖
wdcq 温度传感器
cnsq 长时期
fhha 反华
hckg 航空港
jjwi 寄望
joqk 捐钱
pgmk 皮棉
prcn 平川
ssfd 绅士风度
sdzd 说到做到
twxi 脱鞋
kfct 一反常态
khhf 又何妨
chkr 颤音
cnhg 长恨歌
gely 灌篮
jado 忌惮
ljml 老命
lrsc 两三次
mmbr 麻木不仁
mkxw 没有希望
qckt 泉眼
rksx 榕树下
scbf 色彩缤纷
sqsj 十七世纪
smxs 算命先生
tybp 天兵
kwcl 有仇
rmle 暗流
cist 菜市
cwbj 肠壁
dfxj 单反相机
dplo 单恋
ghvx 观众席
hodn 恒大
hrxd 忽然想到
mihk 迷魂药
rudh 熔断
skta 生疼
sikg 送医
wthg 亡魂
xpxl 嬉皮笑脸
xplj 行李架
xzfh 须发
kwjg 有间
vuhl 照会
vwzh 肘子
vngl 朱古力
cece 淙淙
dyqg 第七个
fhmt 反目
gjdi 官道
rngn 入骨
wwyf 妄语
xjld 小浪底
vsdj 针式打印机
rgsm 阿诗玛
cicj 茶场
dxzm 大写字母
jkdu 检点
jwvd 胶纸
jidb 进度表
jvcm 警钟长鸣
jtji 就近
nise 逆势
sptu 首条
kito 一挺
ybsr 原始人
yzyy 越走越远
vfwp 猪窝
bodi 必达
bnqn 比丘尼
bnfz 不费
dnrq 大而全
dsqs 独善其身
hwsb 好帅
hfkf 讳言
jmgw 甲肝
jlvl 价值论
kfxq 狂想曲
ljzz 老贼
mvkj 眯着眼睛
qnbt 丘比特
sccw 酥脆
tkqc 铁青
xrds 虚度
kisv 艺术照
ksyf 呓语
vuji 照进
gyms 干吗
btvk 变着
djvw 答记者问
dnlx 大流行
dplv 单利
djki 豆蔻
fgsw 附属物
hili 花莲
hejh 活鸡
joqu 惊起
lgbo 录播
mvli 穆勒
sgxq 上个星期
sxgk 石棺
tnrq 太弱
xvbb 香饽饽
xrcf 虚词
zwvl 在我这里
swjm 胜景
bimz 苞米
whcy 武昌鱼
bnpx 不碰
cdzj 缠在
cyto 重提
dlsd 大连实德
fhzd 发紫
fdvs 奋斗终身
feje 汾酒
johg 捡回
kosu 快上
lecg 滤除
popv 批评者
rohv 惹祸
sfkt 谁看
swma 甩卖
tbzv 同步增长
xmkc 星野
xijf 选举法
kfys 言喻
ktqm 夜曲
kjvk 一家之言
kxgb 有线广播
vhla 正路
rmxj 暗喜
dmnq 电暖器
giso 过手
jdbo 结拜
xtkt 盱眙
vtjk 斋戒
visj 主审
tjdn 土豆泥
cnqp 长崎
dwll 多例
fvjs 反正就是
guyx 各院校
hplu 很烂
jgrl 匠人
jzxr 精血
lmbj 连绵不绝
lndm 临到
mgts 门庭
qjrh 缺额
syfb 三幅
sjwm 世界文明
xofq 掀翻
kije 一劫
tjsh 它所
bkxd 本乡
bvvv 不治之症
fhdt 反帝
hafw 华服
jfxb 今非昔比
jnln 俊男靓女
kpgy 空管
mtby 眉笔
mvwr 目中无人
qqhk 强横
selx 沙砾
shpw 双屏
seck 水产业
tbjw 厅局
tacu 痛处
xdxs 斜向
xwkj 胸衣
zrrs 再而三
zvlr 租来
zdqm 组曲
bmzc 闭门造车
cata 蹉跎
fdde 飞渡
fyjr 复员军人
gwvn 股长
ggbj 国宾
hexs 滑向
jhqk 鸡群
jldf 借调
jibp 进兵
jffg 警匪
kokj 快客
lrzl 略作
pxsf 破伤风
pfqm 谱曲
soto 手托
wyqh 无期
kmfx 英美法系
vsss 这是什么意思
vshj 指手画脚
brsr 百思
bisu 班上
bobu 报备
boby 报表
bjtj 被它
bkyo 本愿
blwp 便往
cekd 沉毅
cosq 抽死
chsd 此书
dnwr 大巫
dyqr 第七
dbsf 毒誓
fejf 法诀
faql 房企
fjto 风投
gklj 告老
gofj 工坊
gjbp 官兵
govk 惯着
heqk 海权
hpxg 很闲
hscb 后厨
hlhf 会话
hoqk 悔棋
jhqo 基情
jfsu 记上
jjjj 尖尖
jpjm 街景
jkji 金菊
jzjc 精减
jjsi 举世
kusu 烤熟
lbmw 辣妈
lvjm 利剑
lfsp 骊山
lano 路怒
mkxc 梅西
meve 没治
mrqy 面签
nrkl 男优
qrsk 七杀
qocj 情场
qojj 情境
qrdi 求道
qrlr 求来
qfch 驱虫
qlvw 全站
rhhl 乳化
rqyy 弱于
snzj 身在
stqj 省去
spfl 首付
soko 手摇
syms 算吗
tndm 躺到
tfdo 讨打
tlvw 体脂
xsdj 席地
xegv 洗稿
xgyc 闲鱼
kbjo 压惊
kgng 医闹
ypjm 御剑
ybjd 原句
vdco 纸抽
vyjm 重甲
blcq 保存期
cbrl 常任
djks 当口
durh 冬奥会
djvk 堆着
felj 法律界
fhdd 反对党
gatg 跟团
gdvk 古典主义
ggll 光怪陆离
hwgz 好贵
jksr 极盛
jrkv 兼而有之
jckp 静养
lrci 来迟
lqxy 两情相悦
nqkw 年轻有为
qrcw 七尺
sisi 速速
tnkg 头一个
whqe 武清
xpbs 行吧
kwmw 妖媚
vkpj 战袍
viby 主笔
zdvy 辎重
jdzm 较早
bntm 半条命
cwpw 瓷瓶
dole 掉泪
dnkq 多年以前
fitu 芳烃
hpyc 黄鱼
jrfd 肌肉发达
jmcg 剪除
jbgj 将官
kjgj 客官
qnnk 牵牛
wpcg 微臣
xskx 相视一笑
kwbv 一文不值
zeze 滋滋
bkdk 不可动摇
bwqj 不完全统计
duhl 点化
geme 灌满
hihe 环海
hqxw 婚前性行为
lfqg 猎取
phlk 爬楼
phlt 爬楼梯
rosk 忍术
rnto 入托
sdvs 僧多粥少
sjms 神经末梢
tnpj 太平间
wrvg 微软中国
ylty 余天
vnfa 长房
vvvv 真真正正
zmki 最苦
bkks 本可
bbtt 蹦蹦跳跳
cxko 触控
clnc 储能
dwwg 多闻
haby 华表
hull 灰溜溜
lgjk 灵柩
mimi 莽莽
mzvg 弥足珍贵
pgbn 颇不
rkgk 荣格
svdu 神灯
tdcq 天道酬勤
wtsh 文斯
lidb 蓝带
bdvc 不当之处
czcu 彩超
crgd 才够
cymw 重名
dwtf 多谈
fkyf 梵语
gsvs 咯吱
rlsl 人生路
sdvk 时代周刊
sjho 守恒
stcs 睡床
segd 水果刀
tsfw 特殊服务
wyck 无错
xulz 夏粮
vspy 中篇
ffsr 非法收入
geyd 规约
hulf 灰狼
jqyl 焦裕禄
jkld 金轮
loqu 抡起
rlvl 人众
slnw 僧尼
sshs 双手合十
wjbc 无坚不摧
yihz 运货
bajk 蹦极
bmfw 不明飞行物
fhjg 反间
faqp 房前
fudj 复读机
gyyj 管乐
hhkh 欢颜
kisc 苦参
mimm 某某某
rmth 人民调解委员会
rulu 熔炉
suvu 烧灼
sdfv 师大附中
srjr 水乳交融
ssrk 说说而已
wwsi 外送
wkfr 无可否认
xxbb 信心百倍
zork 扎染
vimg 这么贵
vrjz 正人君子
vdst 转瞬
rjsu 安上
bnjl 不讲理
dbbi 带班
hsmb 后母
hbhv 互帮互助
jnsy 及时雨
jmbo 剪报
jkss 借壳上市
jwgz 竞购
kykx 开矿
qtss 齐刷刷
qhrl 劝人
rokt 惹眼
vddi 转递
dogs 打嗝
hutj 火塘
jeml 见面礼
sttg 殊途同归
ssky 饲养员
sine 蒜泥
tesk 泰森
xdkw 纤腰
xlvh 休止
kbfu 严复
yugd 越轨
zoki 择一
kike 药业
bhgx 北回归线
bfks 不妨一试
blfq 不良风气
cvyg 禅院
cymb 长远目标
coco 抽插
flvi 佛珠
ghhg 孤魂
jfhs 警号
kpxc 空心菜
lipy 连篇
qiwj 气雾剂
tgxw 同姓
wiyc 王允
wgdi 闻道
kgxi 隐现
ygli 陨落
vejj 治家
vdll 主导力量
zdcq 自动重启
zsvj 尊师重教
desz 动手做
gymw 干妈
hege 河沟
hlkt 合眼
jrqg 几千个
jjjz 戒骄戒躁
jdkn 结义
jubo 敬拜
jtju 就教
lrha 留痕
mvrd 明争暗斗
swjw 胜局
sjml 宋美龄
taza 踏足
tovn 探长
koyo 揶揄
kbhe 用活
zmvk 怎么这样
vujd 政纪
vkvj 转眼之间
cngq 长弓
crkd 从容应对
divx 党主席
fkfj 放风
gxpd 硅片
hpjb 黄巾
hlcd 会车
jdqc 就地取材
mfdj 猛地
sexh 水仙花
svyl 苏州园林
wwhe 外海
wils 蔚蓝色
wzkx 文字游戏
xdgs 心动过速
yuje 越加
vpvp 窄窄
vvkk 遮遮掩掩
vuvh 政治化
hlxd 化纤
cnvl 长住
dzqi 赌球
dhwg 断网
fpsv 分税制
ggld 国共两党
ngjm 内景
pwkj 朋友间
qess 清史
rsvx 人生哲学
shqk 受权
tzhl 糖化
vsfd 中缝
vkgl 钟鼓楼
vfjw 猪脚
cixo 菜心
cxdr 诚信档案
csci 吃茶
covw 抽脂
fsjq 否决权
gjpr 光凭
hxbs 霍布斯
jdrp 句容
kktt 哭哭啼啼
kjdo 垮掉
ksxd 馈线
lbdj 联邦调查局
nkkj 难以抗拒
snfm 身负
wwdf 外调
wskb 吴用
kpss 一盘散沙
yxwx 雨雾
vkqg 榨取
vapq 支配权
ztvw 昨天中午
bdqt 包青天
bkxq 不可小觑
bbvg 布阵
chxo 采撷
dhdf 对调
gebd 港版
ggww 鬼屋
hswt 后文
lfjm 论剑
mmpz 免赔
nise 弄湿
qnqu 牵起
snkg 射阳
svjb 神将
sekw 水妖
ktri 眼儿
kivh 一正
yswb 于事无补
ypkl 岳阳楼
vjqw 至亲
bjks 被咬
cohd 拆毁
dnkj 大考
gkvk 钢针
hkcz 横财
hdjf 红警
jwml 姐们
jnjd 久经
ljke 乐业
nfdh 诺丁汉
qusv 起诉状
sths 商号
slwj 始料未及
whvk 歪着
kksr 银丝
vmks 智库
vbdw 壮胆
dpjc 单继承
bcmv 白毛
clhf 传话
fkkr 放音
gtlh 高领
gabk 古板
htdz 豪赌
jexr 见血
jijl 节假
ktxy 看些
mbjh 每句话
mrve 墨汁
nggg 闹鬼
suxl 散仙
kqwn 引为
vdjd 真的假的
dckj 到处可见
hgwy 好高骛远
hdlg 轰隆
jkgm 金龟
kulu 烤炉
mihg 迷魂
rkhd 染红
sdld 输了
tosi 抬升
tiky 逃开
tgqk 团旗
whgs 武馆
xpci 行草
kbha 压痕
bncq 北辰区
bzho 彪悍
cipi 菖蒲
dfdf 调调
dwhe 多活
frhs 番号
fcsq 非常时期
ljfm 棱角分明
lfjx 鹿角
mhls 猫和老鼠
mkbk 贸易保护主义
mwjm 名剑
nskk 哪样
sege 深沟
sjgj 声光
wwxk 外相
wdcj 伟大成就
wgkd 闻一多
xrla 血路
kivk 一眨眼
kbck 用错
vqgq 张弓
hlld 化了
bcpg 白皮
btbz 褒贬
bjtx 北京体育大学
dybj 等不及
djlk 登楼
djde 地洞
jkmt 极目
jkkr 钾盐
jnkk 艰难困苦
jszh 洁身自好
kxkh 可喜可贺
lhsk 孪生
shjj 顺境
tkbk 桐柏
koth 押题
klgy 一两个月
zyrk 罪案
stmg 顺藤摸瓜
gncm 骨刺
gjjt 广角镜头
hzls 贺兰山
hkky 划开
jwxi 胶鞋
jmkk 旧款
mhpt 孟婆汤
mtxt 目眩
poci 拼出
qpda 前导
yxjx 雨夹雪
zjwv 坐稳
bchf 白狐
bosj 报审
fkbp 放鞭炮
hebj 活宝
jbnv 剑拔弩张
jfdu 警灯
kuzs 卡座
lody 拉丁语
lktg 旅团
mahi 卖花
qfwh 驱蚊
tzcc 糖醋
txkx 天下英雄
kbjg 压降
ypkg 御医
zgjc 坐公交车
suld 上了
cigi 草菇
ccqh 船期
dkdx 得意地笑
ksvp 可支配
lxda 零蛋
mdkh 民营化
sexs 洒向
sosd 手术刀
tnne 太浓
wtzd 文综
wrdy 五等
xxxx 惺惺相惜
vksm 庄严肃穆
dnwg 大卫
gtld 高了
bcpa 白跑
bijl 边角料
dnxx 大猩猩
dukz 灯影
lqgg 列国
lkmg 楼门
lzzd 乱糟糟的
nwgs 脑梗塞
ptvu 烹煮
sgna 陕南
sutj 上台阶
tull 条令
xkmk 朽木
kobw 摇臂
kolk 摇了摇
kejd 业经
kwkk 有营养
yfsj 语塞
bngc 不光彩
fpdj 封地
jdcc 级次
joqr 急求
jeji 渐近
lmdk 罗曼蒂克
mnbe 买办
mltx 忙里偷闲
mblz 每类
qhti 歧途
quzh 卡子
skch 桑蚕
sgrl 闪人
tgcs 同吃
tgcs 同床
xwku 胸卡
zrxx 再想想
vwva 站直
rmhl 暗含
brfm 不二法门
bnky 不亏
bolf 捕猎
difw 荡妇
fqkj 翻译家
goss 搞啥
gynk 耕牛
nsvs 哪只
rena 汝南
rbjf 弱不禁风
snho 身怀
skro 施恩
twfx 天外飞仙
tnkh 头一回
wmga 危改
xcdw 西端
kobi 掩蔽
kebi 沿边
kmhd 映红
vyts 重于泰山
zopz 左撇子
bxgy 碧桂园
dpkt 单看
dtrs 登堂入室
djkg 独具一格
ryjg 二阶
mkfv 每一分钟
sowg 撒网
sulf 数论
sktj 松土
tcjh 台基
vrrl 丈人
vibh 这步
blsp 保守派
bkqs 不可缺少
covl 扯住
ccxc 船舷
dode 打洞
djqw 低级趣味
gkfa 盖房
gjzs 鼓噪
hjvk 呼叫转移
lksb 梁山伯
ltjh 刘基
mlki 命苦
qeko 勤恳
syxq 三弦
sxdl 上下打量
suvs 数只
tjzk 土族
wyco 无措
xdvj 线装
kilk 一溜烟
kkkx 应用科学
vodo 折抵
vfbc 诸般
dnmw 大梦
hshs 绘声绘色
hicm 珲春
jhbd 基本点
jtgo 交感
jyds 井底
kvsw 科索沃
kjdj 裤裆
nkxr 难以形容
tfxi 讨薪
wmvk 完美主义
xzlv 贤良
yckg 与此有关
vajk 真金
bchl 白桦林
dsdj 大手大脚
gkyk 过眼云烟
kosg 快闪
lcvs 鲁智深
lsss 啰唆
wogs 我敢说
wyxc 无限次
xhjj 戏剧家
xkck 笑口常开
kcbx 阳春白雪
kwni 妖孽
yixi 玉玺
zzfy 责罚
vaxd 直系
hlws 互联网公司
cevd 沉重地
dohp 懂行
jjws 家务事
jscs 叫床
jkss 金属丝
jnkg 九阳
kuwl 卡位
lvbj 来者不拒
xdtl 系统论
xscb 哮喘病
xrkj 血块
xile 蓄力
vmxq 争雄
vvqs 郑重其事
bnlj 半裸
cwnw 脆嫩
djqv 当权者
dnjk 夺金
lujs 炼金术
lsxi 另选
lavg 路障
mkjm 木剑
nfdq 南方地区
qrkt 杞人忧天
smbk 色标
sjjd 守纪
takp 踏空
tcbb 台布
wrht 万花筒
vilv 逐利
behe 滨海
blkl 伯克利
ckwg 查问
cwrq 孱弱
cbfw 常服
ggfg 归附
hkdm 横刀
hilm 花梨木
locd 拦车
qzjd 亲子鉴定
qoto 情态
rmfw 日服
skvk 锁着
tymx 体育明星
tszj 吐字
tojq 推进器
wyms 无名氏
xdcn 纤长
kekc 洋快餐
vkxx 注意休息
zxcs 自相残杀
zurq 走弱
ckgw 村姑
dtnc 大腿内侧
giwr 过万
hqxd 韩系
ljti 乐透
lrgd 令人感动
mkpd 木片
pusj 炮声
qcbb 青帮
texe 淘洗
twzc 屠宰厂
xidp 现代派
xsdl 兄弟连
vhws 爪哇
vhft 正方体
bcrb 不辞而别
gwjk 股金
jffe 记法
kssv 口水战
liki 琅琊
mwqf 名犬
plxc 偏西
kiye 药浴
twkx 童养媳
xtbb 系统版本
bxjj 剥削阶级
dndz 大肚子
dwfk 多放
fqji 翻建
fftl 访谈录
gprk 共荣
hevn 海州
hhsj 花花世界
hhcs 欢唱
hpld 黄了
mfjy 猛击
nkyl 难以预料
nfmm 诺曼
sfsn 试射
tibd 逃不掉
tjdj 土堆
kimx 一码
swpw 竖屏
bozh 把子
btgd 不同观点
dyci 答出
djsv 定神
dpxj 独辟蹊径
ffkk 纷纷扬扬
godn 搞大
huqo 火情
mwkk 美味可口
sqfl 三权分立
spbj 山壁
slml 舍命
tose 提水
wrfk 忘恩负义
wsli 味蕾
wlkt 无利可图
yivn 玉竹
bgbj 毕恭毕敬
djqo 定情
fyxn 罚息
ggsh 归顺
hehi 洪荒
jidw 近端
mgje 麦加
rosr 惹事
tojj 抬举
xvkl 晓之以理
xlgi 修过
xija 迅疾
kics 一出手
dfhw 订好
djck 堆成
fplr 分来
fary 疯人院
fvyg 馥郁
gfzs 孤芳自赏
hhkk 晃晃悠悠
jmxl 剑仙
jgsj 郡守
ktdd 看得懂
mbls 民不聊生
pqpz 平起平坐
suhh 上颌
shxw 双学位
siti 蒜薹
wikm 王阳明
kspx 咬破
zonw 左脑
jkwv 就意味着
rkjl 暗夜精灵
bnht 不好听
btfb 不太方便
ccww 船尾
dkbr 大洋彼岸
dmgm 刀割
gksh 工业社会
gbzf 故步自封
hrsl 黑恶势力
kjkh 空军一号
lsmq 吕蒙
mujk 煤焦油
mele 勉力
szjk 赏鉴
tbdz 填饱肚子
tnxw 头屑
wxll 文学理论
xrby 笑而不语
xexg 消闲
yidi 远道
vixi 遮瑕
zdvx 组织性
rtdw 软体动物
bnxs 北向
btsh 不听使唤
csqe 啜泣
crlx 催人泪下
fdxk 飞旋
gsks 谷口
